,rank,names,nationality,gender,age_category,time,race
1183,1184,Jean Charles BORGHINI,France,Men,60-64,04:19:35,ETC
1184,1185,Hanae OIKAWA,Japan,Women,50-54,04:19:55,ETC
1185,1185,Anonymous,Denmark,Men,40-44,04:19:55,ETC
1186,1185,Christina DREWSEN,Denmark,Women,40-44,04:19:55,ETC
1187,1188,Violaine MORA,France,Women,20-34,04:19:58,ETC
1188,1189,Edoardo PISANI,Italy,Men,20-34,04:20:05,ETC
1189,1190,Christophe VASKOU,France,Men,60-64,04:20:41,ETC
1190,1190,Kam Lin Novem LEUNG,"Hong Kong, China",Women,55-59,04:20:41,ETC
1191,1192,Kamchai SITTHIAMORNPORN,Thailand,Men,50-54,04:20:51,ETC
1192,1193,Sonia VANETTI ALBUQUERQUE DE FREITAS,Brazil,Women,60-64,04:20:52,ETC
1193,1194,Cheng YIN,China,Men,45-49,04:21:01,ETC
1194,1195,Kevin MORELLE,France,Men,35-39,04:22:59,ETC
1195,1195,Joanna DA COSTA,France,Women,20-34,04:22:59,ETC
1196,1197,Ying Sum Samuel YEUNG,"Hong Kong, China",Men,45-49,04:23:12,ETC
1197,1198,Ran CAI,China,Women,40-44,04:23:24,ETC
1198,1199,Laurence GORDON,Israel,Women,60-64,04:23:31,ETC
1199,1200,Sarah PROCTER,United Kingdom,Women,20-34,04:23:53,ETC
1200,1201,Agnes IZARD,France,Women,45-49,04:24:05,ETC
1201,1202,Nina BAYART,France,Women,20-34,04:25:18,ETC
1202,1202,Thierry BAYART,France,Men,60-64,04:25:18,ETC
1203,1204,Anonymous,France,Women,20-34,04:25:19,ETC
1204,1205,Guillaume GHIGLIANO,France,Men,20-34,04:25:43,ETC
1205,1205,Aurore GHIGLIANO,France,Women,20-34,04:25:43,ETC
1206,1205,Enzo BOUHALASSA,France,Men,20-34,04:25:43,ETC
1207,1208,Laura BROWN,United Kingdom,Women,20-34,04:25:45,ETC
1208,1209,Sanjay BIJU,France,Men,20-34,04:26:25,ETC
1209,1210,Loic SAILLET,France,Men,35-39,04:26:48,ETC
1210,1211,Grégory FOURNI,France,Men,45-49,04:27:03,ETC
1211,1212,Robert BARTEL,Poland,Men,45-49,04:27:40,ETC
1212,1213,Jörgen OLSSON,Sweden,Men,55-59,04:27:48,ETC
1213,1214,Arthur FEREDJ,France,Men,20-34,04:28:06,ETC
1214,1215,Kyoko TERADA,Japan,Women,60-64,04:28:18,ETC
1215,1216,Ana Beatriz NARBONA LOBATO,Spain,Women,35-39,04:28:20,ETC
1216,1217,Stefio KURNIADI,Indonesia,Men,20-34,04:29:04,ETC
1217,1218,Daniele Gaetano FEDELI,Italy,Men,70-74,04:29:59,ETC
1218,1219,Kazimierz UCHEREK,Poland,Men,55-59,04:30:08,ETC
1219,1219,Kinga UCHEREK,Poland,Women,45-49,04:30:08,ETC
1220,1221,Anne-Charlotte GIROUARD,France,Women,40-44,04:31:26,ETC
1221,1222,David MALATYNSKI,United Kingdom,Men,70-74,04:32:23,ETC
1222,1223,Yannis MARION,France,Men,20-34,04:32:38,ETC
1223,1224,Olivier MOURMANT,France,Men,40-44,04:32:46,ETC
1224,1225,Julien GEORGES,France,Men,20-34,04:33:29,ETC
1225,1226,Zewen CHEN,China,Men,35-39,04:33:37,ETC
1226,1227,Qinghua CHE,China,Women,40-44,04:33:50,ETC
1227,1228,Graham HARRIS,United Kingdom,Men,50-54,04:34:36,ETC
1228,1229,Cecile HEYVAERT,Belgium,Women,20-34,04:35:02,ETC
1229,1230,Claire CANO,France,Women,35-39,04:35:32,ETC
1230,1231,Catherine JAMES,United Kingdom,Women,20-34,04:36:52,ETC
1231,1232,Danah ALQATTAN,Kuwait,Women,20-34,04:37:04,ETC
1232,1233,Valérie BILLARD,France,Women,55-59,04:37:36,ETC
1233,1234,Lionel BILLARD,France,Men,60-64,04:37:37,ETC
1234,1235,Yuhang LAI,China,Men,20-34,04:37:39,ETC
1235,1235,Hao LI,China,Women,20-34,04:37:39,ETC
1236,1237,Naomi CARTY,United Kingdom,Women,20-34,04:37:50,ETC
1237,1238,Pascale LESPAGNARD,Belgium,Women,60-64,04:38:59,ETC
1238,1239,Pauline LAGARDE,France,Women,20-34,04:39:38,ETC
1239,1240,Nicolas STEDILE,France,Men,50-54,04:40:21,ETC
1240,1241,Isabelle STEDILE,France,Women,45-49,04:40:22,ETC
1241,1242,Chunyu SHAO,China,Women,50-54,04:40:34,ETC
1242,1243,Patrick FRIEDRICH,Germany,Men,35-39,04:40:43,ETC
1243,1244,Ellen ROSTAFIN,United States of america,Women,50-54,04:41:22,ETC
1244,1245,Mabe PRAT,Argentina,Women,55-59,04:41:27,ETC
1245,1246,Florent FERRANDO,France,Men,35-39,04:42:39,ETC
1246,1247,Kelly DARANCY,France,Women,20-34,04:42:40,ETC
1247,1248,Carlos SOSA,Venezuela,Men,40-44,04:43:01,ETC
1248,1249,Ayako MURAKAMI,Japan,Women,50-54,04:43:28,ETC
1249,1250,Shoko UI,Japan,Women,55-59,04:43:29,ETC
1250,1250,Masano MITSUNO,Japan,Women,55-59,04:43:29,ETC
1251,1252,Sophie LIM,Australia,Women,20-34,04:43:43,ETC
1252,1253,Benoit CLARAZ,France,Men,50-54,04:44:11,ETC
1253,1254,Elena YORDANOVA,Bulgaria,Women,60-64,04:45:28,ETC
1254,1255,Rocio SILVA,Mexico,Women,35-39,04:47:54,ETC
1255,1256,Niratsai KHEMBUPPHA,Thailand,Men,35-39,04:48:29,ETC
1256,1257,Shiting HUANG,China,Men,20-34,04:49:57,ETC
1257,1258,Hasfazilah HAMDAN,Malaysia,Women,40-44,04:50:48,ETC
1258,1259,Yana MINENKO,Ukraine,Women,45-49,04:52:36,ETC
1259,1260,Kenza CHAMPEAU,France,Women,60-64,04:52:40,ETC
1260,1261,Murray COWAN,United Kingdom,Men,55-59,04:53:51,ETC
1261,1262,Nicole BAUDCHON,France,Women,45-49,04:58:14,ETC
1262,1263,Philippe ROSSIGNOL,France,Men,35-39,05:00:17,ETC
1263,1264,Lucile ROSSIGNOL,France,Women,40-44,05:00:18,ETC
1264,1265,Huo LU,United States of america,Men,60-64,05:00:29,ETC
1265,1266,Lucille DERENSY,France,Women,20-34,05:00:39,ETC
1266,1267,Laurent PLOMHAUSE,France,Men,55-59,05:04:05,ETC
1267,1268,Thibault VIOLON,France,Men,20-34,05:04:24,ETC
1268,1269,Adele DELECOLLE COPIN,France,Women,45-49,05:05:35,ETC
1269,1270,Margaret MCCLELLAND,United Kingdom,Women,65-69,05:05:55,ETC
1270,1271,Charlotte LUBINEAU,France,Women,20-34,05:07:14,ETC
1271,1272,Hasni DJEBBAR,France,Men,75-79,05:17:22,ETC
1272,1273,Angela TOMUSANGE,United Kingdom,Women,45-49,05:19:22,ETC
1273,1274,Guillaume BRUNEL,France,Men,40-44,05:28:31,ETC
1274,1275,Viviana Inés BORREGO,Argentina,Men,50-54,05:34:28,ETC
1275,1276,Nethliee LA CROIX,United Kingdom,Women,60-64,05:34:51,ETC
1276,1277,Yong FAN,China,Men,50-54,05:41:14,ETC
1277,1278,Kris WONGTHANASOPON,Thailand,Men,50-54,05:43:45,ETC
1278,1279,Mohd Radzi OMAR,Malaysia,Men,40-44,05:44:03,ETC
1279,1280,Angélique TONNEL,France,Women,55-59,05:44:26,ETC
1280,1281,Raquel LUCAS,Luxembourg,Women,40-44,05:48:17,ETC
1281,1281,Vincent DE ROSSO,Belgium,Men,40-44,05:48:17,ETC
1282,DNF,Luciënne BACKUS,Netherlands,Women,20-34,-,ETC
1283,DNF,Léane ROSSAT,France,Women,20-34,-,ETC
1284,DNF,Marcos VILLAMUERA,Spain,Men,20-34,-,ETC
1285,DNF,Yoan GERBOUD,France,Men,35-39,-,ETC
1286,DNF,Gwenaelle LE GRAND,France,Women,40-44,-,ETC
1287,DNF,Ian PARFITT,United Kingdom,Men,55-59,-,ETC
1288,DNF,Aurélie KRANTZ,France,Women,40-44,-,ETC
1289,DNF,Aurelie KOTEWICZ,France,Women,40-44,-,ETC
1290,DNF,Marlène VANDRIESSCHE,France,Women,40-44,-,ETC
1291,DNF,Katarzyna KACZMARCZYK,Poland,Women,35-39,-,ETC
1292,DNF,Amy PARKS-DARE,United Kingdom,Women,40-44,-,ETC
1293,DNF,Sarah SLAGLE,United States of america,Women,35-39,-,ETC
1294,DNF,Anonymous,France,Women,35-39,-,ETC
1295,DNF,Gaëtan LERAY,France,Men,20-34,-,ETC
1296,DNF,Luca JANNUZZO,Italy,Men,20-34,-,ETC
1297,DNF,Etienne BLUMSTEIN-JONES,Australia,Men,35-39,-,ETC
1298,DNF,Emilia PLATT,United Kingdom,Women,20-34,-,ETC
1299,DNF,Aleksandra BAZUŁKA,Poland,Women,20-34,-,ETC
1300,DNF,Lucile ROUSSELLE,France,Women,20-34,-,ETC
1301,DNF,Meghann GENLOT,France,Women,35-39,-,ETC
1302,DNF,Guillaume MAES,France,Men,40-44,-,ETC
1303,DNF,Christelle SCANO,France,Women,50-54,-,ETC
1304,DNF,Susan WILKIN,United Kingdom,Women,65-69,-,ETC
1305,DNF,Xavier TERRASSON,France,Men,45-49,-,ETC
1306,DNF,Jennifer BUCCELLATO,United Kingdom,Women,45-49,-,ETC
1307,DNF,Consuelo JORGE,Brazil,Women,60-64,-,ETC
1308,DNF,Xuedong GAO,China,Women,35-39,-,ETC
1309,DNF,Charlotte CUENOT,France,Women,35-39,-,ETC
1310,DNF,Servanne BEUCLER,France,Women,55-59,-,ETC
1311,DNF,Gaetan BITSCH,France,Men,20-34,-,ETC
1312,DNF,Enawati BINTI MAT YACOB,Malaysia,Women,45-49,-,ETC
1313,DNF,Thaksina RAWIKUL,Thailand,Women,50-54,-,ETC
1314,DNF,Mario FEIST,Germany,Men,50-54,-,ETC
1315,DNF,Marilyne LEBRETON,France,Women,20-34,-,ETC
1316,DNF,Wenyi DENG,China,Women,20-34,-,ETC
1317,DNF,Gulcin AVUL,Türkiye,Women,45-49,-,ETC
1318,DNF,Fanny JABBOUR,France,Women,20-34,-,ETC
1319,DNF,Özlem ESEN (Ozlem ESEN),Türkiye,Women,50-54,-,ETC
1320,DNF,Sarp ESEN,Türkiye,Men,20-34,-,ETC
1321,DNF,Jade BOURION,Belgium,Women,20-34,-,ETC
1322,DNF,Mariana GIMENEZ D'IMPÉRIO,Brazil,Women,20-34,-,ETC
1323,DNF,David MOLINA MARTINEZ,Spain,Men,40-44,-,ETC
1324,DNF,Ahmc BACKUS,Netherlands,Men,60-64,-,ETC
1325,DNF,Ruth ROTUA,Indonesia,Women,20-34,-,ETC
1326,DNF,Cloë GOEHRING,France,Women,20-34,-,ETC
1327,DNF,Laetitia SOMBARDIER,France,Women,40-44,-,ETC
1328,DNF,Mariam BARREH,United Kingdom,Women,20-34,-,ETC
1329,DNF,Gabriel BAZZOLI,Italy,Men,20-34,-,ETC
1330,DNF,Chunli XU,China,Women,45-49,-,ETC
1331,DNF,ZIWEI GUAN,China,Women,20-34,-,ETC
