,rank,names,nationality,gender,age_category,time,race
797,797,Aoife HUGHES,United Kingdom,Women,35-39,03:25:36,ETC
798,799,Oksana RIABOVA,Ukraine,Women,35-39,03:25:37,ETC
799,799,Simon PROUST,France,Men,20-34,03:25:37,ETC
800,801,Bruno CUINET,France,Men,50-54,03:25:38,ETC
801,802,Chloé LEICHT,France,Women,20-34,03:26:00,ETC
802,803,Romain FRIAND,France,Men,40-44,03:26:10,ETC
803,803,Lise SARRO,France,Women,40-44,03:26:10,ETC
804,805,Caroline GARDNER,United Kingdom,Women,40-44,03:26:12,ETC
805,806,Kevin KOWALEWSKI,France,Men,35-39,03:26:18,ETC
806,807,Veronica DOSSI,Italy,Women,20-34,03:26:31,ETC
807,808,Marie-Pierre DUBOIS,France,Women,50-54,03:26:46,ETC
808,809,Arnold KRAUSHOFER,Austria,Men,55-59,03:26:52,ETC
809,810,Oonagh THOMPSON,Ireland,Women,65-69,03:26:54,ETC
810,811,Marine MONTEIL,France,Women,20-34,03:27:07,ETC
811,812,Christophe VALLET,France,Men,50-54,03:27:11,ETC
812,813,Coline GAMOND,France,Women,20-34,03:27:21,ETC
813,814,Rebecca TEVINI,Italy,Women,20-34,03:27:22,ETC
814,815,Arnaud ROBINET,France,Men,50-54,03:27:23,ETC
815,815,Camilla AFFRI,Italy,Women,20-34,03:27:23,ETC
816,817,Laura CAMACHO SOUTO,Spain,Women,40-44,03:27:29,ETC
817,818,Beatriz MEDEIROS,Brazil,Women,35-39,03:27:34,ETC
818,819,Maxime LECONTE,France,Men,40-44,03:27:39,ETC
819,819,Felipe ALONSO,Chile,Men,50-54,03:27:39,ETC
820,821,Jenny FERRAND,France,Women,20-34,03:28:01,ETC
821,822,Sabine BLOUQUIT,France,Women,50-54,03:28:06,ETC
822,823,Laetitia GOURSAUD,France,Women,45-49,03:28:15,ETC
823,824,Marion GREHAN,France,Women,35-39,03:28:17,ETC
824,825,Ziyi SONG,China,Women,20-34,03:28:21,ETC
825,825,Weiya ZHANG,China,Women,40-44,03:28:21,ETC
826,827,Karen RIDOUTT,Australia,Women,55-59,03:28:23,ETC
827,828,Leonard LECLERCQ,France,Men,20-34,03:28:35,ETC
828,828,Justine LESTAS,France,Women,20-34,03:28:35,ETC
829,830,Michaël VANNEUVILLE,France,Men,40-44,03:28:37,ETC
830,831,Catherine PIROLLO,United States of america,Women,20-34,03:28:42,ETC
831,832,Tony LIOU,Chinese Taipei,Men,60-64,03:28:45,ETC
832,833,Yiheng HUANG,China,Men,20-34,03:28:54,ETC
833,833,Ruidong HUANG,China,Men,55-59,03:28:54,ETC
834,835,Keva-Isaïah EVEN,France,Women,20-34,03:28:57,ETC
835,836,André MARTINS,Portugal,Men,40-44,03:29:15,ETC
836,837,Solène MERCIER,France,Women,20-34,03:29:20,ETC
837,838,Alix BERTHON,France,Women,20-34,03:29:22,ETC
838,839,Yanan LI,China,Women,40-44,03:29:25,ETC
839,840,Hugues DEMEUSE,Belgium,Men,40-44,03:29:26,ETC
840,841,Daniel BERTOLASO,Switzerland,Men,50-54,03:29:27,ETC
841,842,Anonymous,United Kingdom,Men,50-54,03:29:28,ETC
842,842,Liga PURVIS,Latvia,Women,35-39,03:29:28,ETC
843,842,Maxime PREVOST,France,Men,45-49,03:29:28,ETC
844,845,Vitaly SELLOS,France,Women,20-34,03:29:35,ETC
845,846,William SUNDERMEIER,United States of america,Men,60-64,03:29:47,ETC
846,847,Sylvain GEFFROY,France,Men,50-54,03:30:09,ETC
847,848,Jennifer JALMAIN,France,Women,20-34,03:30:12,ETC
848,849,Clémence VEILLE,France,Women,20-34,03:30:27,ETC
849,849,Anne DESDEVISES,France,Women,60-64,03:30:27,ETC
850,851,Nuria RAMON DOMINGUEZ,Spain,Women,50-54,03:30:42,ETC
851,852,Sabrina FOURCADE,France,Women,40-44,03:30:44,ETC
852,853,David NOEL,Belgium,Men,50-54,03:30:46,ETC
853,854,Anaïs PFOHL,France,Women,20-34,03:30:55,ETC
854,855,Ella BEATTIE,France,Women,20-34,03:30:56,ETC
855,856,Monica KOVAC,France,Women,35-39,03:30:59,ETC
856,857,Marcelo FERREIRA,Portugal,Men,45-49,03:31:14,ETC
857,858,Lin WEIQI,China,Men,40-44,03:31:22,ETC
858,859,Karim KOUCHE,France,Men,40-44,03:31:36,ETC
859,859,Roxane TERDJIMI,France,Women,35-39,03:31:36,ETC
860,861,Lucie CESCA,France,Women,20-34,03:31:40,ETC
861,861,Mathilde BROQUARD,France,Women,20-34,03:31:40,ETC
862,863,Gritt LIEBING,Germany,Women,60-64,03:31:46,ETC
863,864,Matthieu NICOD,France,Men,45-49,03:31:48,ETC
864,865,Audrey BRONSART,Belgium,Women,40-44,03:32:00,ETC
865,866,Jungyoun HWANG,South Korea,Women,35-39,03:32:05,ETC
866,867,Chihping FU,Chinese Taipei,Men,55-59,03:32:06,ETC
867,867,Alexandre CREPIN,France,Men,50-54,03:32:06,ETC
868,869,Xing XIANG,China,Women,20-34,03:32:21,ETC
869,870,Sophie CONTIE,France,Women,20-34,03:32:34,ETC
870,871,Thorbjørn ENEVOLD,Norway,Men,65-69,03:32:35,ETC
871,872,Cheuk Wai MAIRE,"Hong Kong, China",Women,45-49,03:32:37,ETC
872,873,Cedric GENDRE,France,Men,50-54,03:32:46,ETC
873,874,Paolo CRISTIANO,Italy,Men,50-54,03:32:48,ETC
874,875,Cecilia SIMONIAN,France,Women,35-39,03:32:54,ETC
875,876,Jonathan PONTIS,France,Men,35-39,03:33:07,ETC
876,877,Sophie HOUEL,France,Women,20-34,03:33:14,ETC
877,878,Carole SEDILLE,France,Women,35-39,03:33:16,ETC
878,879,Franco GUERRIERO,Italy,Men,55-59,03:33:17,ETC
879,880,Tadashi KAWASHIMA,Japan,Men,55-59,03:33:25,ETC
880,881,Livia ETTARI COHN,Italy,Women,20-34,03:33:32,ETC
881,882,Seyda CAGDAS,Germany,Women,50-54,03:33:45,ETC
882,883,Xiaoliang ZHANG,China,Men,40-44,03:33:50,ETC
883,884,Gwenaelle RENARD,France,Women,40-44,03:34:07,ETC
884,885,Dmytro KUKHARENKO,Canada,Men,35-39,03:34:13,ETC
885,886,Lutz HANUS,Germany,Men,45-49,03:34:41,ETC
886,887,Félix KHAU,France,Men,20-34,03:35:02,ETC
887,888,Charles FLECKENSTEIN,United States of america,Men,40-44,03:35:06,ETC
888,889,Aurélien AUGLANS,France,Men,40-44,03:35:11,ETC
889,890,Chul Hee SON,South Korea,Men,50-54,03:35:23,ETC
890,891,Anonymous,France,Women,20-34,03:35:28,ETC
891,892,Magdalena SGARELLA,Italy,Women,35-39,03:35:40,ETC
892,893,Jose Luis SEGURA,Chile,Men,55-59,03:35:45,ETC
893,893,Ninoska LASSNIBATT,Chile,Women,50-54,03:35:45,ETC
894,895,Clio LESBROS,France,Women,40-44,03:36:08,ETC
895,896,Léa LEMAIRE CHARBIT,France,Women,20-34,03:36:14,ETC
896,897,Anonymous,Sweden,Women,35-39,03:36:30,ETC
897,898,Clémence BONNET,France,Women,20-34,03:36:34,ETC
898,899,Morgan RONDEAU,France,Men,40-44,03:36:35,ETC
899,900,Philippe EXPOSITO,France,Men,60-64,03:36:45,ETC
900,901,Estelle LECLERC,France,Women,20-34,03:36:47,ETC
901,902,Beatriz MUNHOZ,Brazil,Women,20-34,03:37:01,ETC
902,903,Yuliya KURAPATSENKAVA,Sweden,Women,35-39,03:37:11,ETC
903,904,Eva CHRISTOPHE,France,Women,35-39,03:37:18,ETC
904,905,Maximilian GALL,Germany,Men,45-49,03:37:20,ETC
905,906,Marie TASSIN,Belgium,Women,20-34,03:37:37,ETC
906,907,Hugo GUERRERO,Mexico,Men,55-59,03:37:50,ETC
907,908,Philippe DEMANGEAT,France,Men,60-64,03:37:51,ETC
908,909,Valentin MALABRY,France,Men,20-34,03:37:52,ETC
909,909,Célia FERRARESE,France,Women,35-39,03:37:52,ETC
910,911,Sek Wo LEUNG,"Hong Kong, China",Men,40-44,03:37:56,ETC
911,912,Laetitia LECOMTE,France,Women,40-44,03:37:59,ETC
912,912,Jean-Baptiste REMLE,France,Men,40-44,03:37:59,ETC
913,914,Nicola ZURZOLO,France,Men,20-34,03:38:14,ETC
914,914,Laura ARCIS,France,Women,20-34,03:38:14,ETC
915,916,Morgane MOTTEY,France,Women,20-34,03:38:19,ETC
916,917,Eva MARTINEZ,France,Women,35-39,03:38:42,ETC
917,918,Bastien VELLEMAN,France,Men,20-34,03:38:43,ETC
918,918,Agathe PLOMHAUSE,France,Women,20-34,03:38:43,ETC
919,920,Claire WALLACE,Canada,Women,20-34,03:38:46,ETC
920,920,Jiawei LIU,China,Men,40-44,03:38:46,ETC
921,922,Monica DALLA VECCHIA,Brazil,Women,50-54,03:38:54,ETC
922,923,Camille CAFFIERS,France,Women,20-34,03:38:56,ETC
923,924,Alessandro VARALDO,Italy,Men,55-59,03:39:05,ETC
924,925,Ugo BASSANI,Switzerland,Men,50-54,03:39:10,ETC
925,926,Uta GOELNITZ,Germany,Women,50-54,03:39:14,ETC
926,927,Baptiste DE BELLEMANIERE,France,Men,20-34,03:39:17,ETC
927,928,Marianne DUQUESNE,Belgium,Women,45-49,03:39:18,ETC
928,928,Bartłomiej ŻAK (Bartlomiej ZAK),Poland,Men,50-54,03:39:18,ETC
929,930,H HAMONOVA,Czech Republic,Women,50-54,03:39:20,ETC
930,931,Laetitia ANGENARD,France,Women,45-49,03:39:23,ETC
931,932,Clemence PLANAGE,France,Women,20-34,03:39:27,ETC
932,933,Matthieu SCHENK,France,Men,35-39,03:39:57,ETC
933,933,Lory LOUVES,France,Men,35-39,03:39:57,ETC
934,935,Sotiria Maria GIANNELOU,Greece,Women,35-39,03:39:59,ETC
935,935,Ivan ALEXANDRESCOFF,Spain,Men,20-34,03:39:59,ETC
936,937,Karen MERLIN,United States of america,Women,40-44,03:40:01,ETC
937,938,Adeline CHAUVIN,France,Women,40-44,03:40:03,ETC
938,939,Ramon Eduardo GARCIA RODRIGUEZ,Mexico,Men,35-39,03:40:08,ETC
939,940,Claire MOURER,France,Women,35-39,03:40:19,ETC
940,940,Sébastien GILLET,France,Men,40-44,03:40:19,ETC
941,940,Mickael GILLET,France,Men,40-44,03:40:19,ETC
942,943,Annaik MANTO,France,Women,35-39,03:40:26,ETC
943,944,Lara DE PRETTO,Italy,Women,20-34,03:40:28,ETC
944,945,Sara LAMHAID,Morocco,Women,20-34,03:40:53,ETC
945,946,Carole CANABADY,France,Women,20-34,03:40:59,ETC
946,947,Berenice GEFFROY,France,Women,45-49,03:41:12,ETC
947,948,Adrien CARLIER,France,Men,35-39,03:41:19,ETC
948,949,Minchul KIM,South Korea,Men,35-39,03:41:22,ETC
949,950,Marion HINSINGER,France,Women,35-39,03:41:31,ETC
950,951,Keziah FLEWETT COOK,United Kingdom,Women,20-34,03:41:34,ETC
951,952,Patrick MAROT,France,Men,60-64,03:41:35,ETC
952,953,Jason JACKSON,United Kingdom,Men,55-59,03:41:42,ETC
953,954,Philippe DIENNE D'HALLUIN,France,Men,55-59,03:41:45,ETC
954,955,Valentine SALAUN,France,Women,20-34,03:41:51,ETC
955,956,Sandrine FOUCAULT,France,Women,45-49,03:41:59,ETC
956,957,Pauline DUQUESNE,France,Women,20-34,03:42:01,ETC
957,958,Pedro AMOROS TEIJEIRO,Dominican Republic,Men,20-34,03:42:17,ETC
958,959,Camille SABLIERE KLOPP,France,Women,20-34,03:42:26,ETC
959,960,Thomas NEUBERGER,United States of america,Men,50-54,03:42:41,ETC
960,961,Nicolas GUIGNARD,France,Men,35-39,03:42:55,ETC
961,962,Benjamin RAMBOUR,France,Men,35-39,03:43:01,ETC
962,963,Barry RICHARDS,United Kingdom,Men,60-64,03:43:10,ETC
963,964,Anaïs DOMERGUE,France,Women,40-44,03:43:16,ETC
964,965,Joel SANGUINETTI,France,Men,55-59,03:43:33,ETC
965,965,Pascale ZURZOLO,France,Women,45-49,03:43:33,ETC
966,967,Soobin JANG,South Korea,Women,35-39,03:43:36,ETC
967,968,Florine DAUPHIN,France,Women,20-34,03:43:47,ETC
968,969,Simona PATTI,Italy,Women,45-49,03:44:23,ETC
969,970,Florian DELATOUR,France,Men,35-39,03:44:26,ETC
970,971,Jon KELLY,United Kingdom,Men,55-59,03:44:27,ETC
971,972,Tom BAILLARD,France,Men,20-34,03:44:31,ETC
972,973,Claire LEVI BOUQUET,France,Women,20-34,03:44:34,ETC
973,974,Juliette LEVI BOUQUET,France,Women,20-34,03:44:35,ETC
974,975,Julien RAYMOND,France,Men,20-34,03:44:39,ETC
975,976,Lauren MULHOLLAND,Ireland,Women,40-44,03:44:53,ETC
976,977,Téva HAMEURY,France,Men,20-34,03:44:54,ETC
977,977,Onille HOAREAU,France,Women,20-34,03:44:54,ETC
978,979,Clara JAN,France,Women,20-34,03:44:59,ETC
979,980,Cyrille NICHELE,France,Men,45-49,03:45:11,ETC
980,980,Audrey ARNAUD,France,Women,45-49,03:45:11,ETC
981,982,Rubens Miguel PORTILLO HERNANDEZ,Spain,Men,45-49,03:45:23,ETC
982,983,Amandine BADIN,France,Women,35-39,03:45:33,ETC
983,984,Bérénice DALIGAUD,France,Women,20-34,03:45:41,ETC
984,985,Stéphanie CULOTTA,France,Women,45-49,03:45:46,ETC
985,986,Marlène NYS,France,Women,20-34,03:45:58,ETC
986,987,Meng WANG,China,Women,35-39,03:46:03,ETC
987,988,Manuel MIHOC,Belgium,Men,40-44,03:46:25,ETC
988,989,Alexandra IGNACZUK,France,Women,20-34,03:46:53,ETC
989,990,Jean-Cyrille FRICHOT,France,Men,55-59,03:47:00,ETC
990,991,Bianca BRUJBAN,Romania,Women,20-34,03:47:10,ETC
991,991,Dedu ANDREI,Romania,Men,20-34,03:47:10,ETC
992,993,Mathilde STROOBANTS,France,Women,20-34,03:47:19,ETC
993,994,Claudia NAVARRETE MOLINA,Chile,Women,40-44,03:47:22,ETC
994,995,Karine BLOUIN,France,Women,45-49,03:47:28,ETC
995,996,Emma SION,France,Men,20-34,03:47:32,ETC
996,997,Kazuhiro TSURU,Japan,Men,55-59,03:47:39,ETC
997,998,Hugo BOUISSET PETIT,France,Men,20-34,03:47:47,ETC
998,999,Anne Sophie BLANQUART,France,Women,40-44,03:47:59,ETC
999,1000,Kérian RONDEAU,France,Men,20-34,03:48:00,ETC
1000,1001,Clara RODOT,France,Women,20-34,03:48:03,ETC
1001,1002,Anonymous,France,Men,55-59,03:48:19,ETC
1002,1003,Eve-Lise FRANCOIS,France,Women,50-54,03:48:26,ETC
1003,1004,Luciana Cristina DA COSTA,Brazil,Women,40-44,03:48:31,ETC
1004,1005,Marie PAUZE,France,Women,20-34,03:48:42,ETC
1005,1006,Nolan FERNANDES,France,Men,20-34,03:48:51,ETC
1006,1006,Melanie REMBAUD,France,Women,20-34,03:48:51,ETC
1007,1008,Marc SEIGNEUR,France,Men,45-49,03:49:01,ETC
1008,1009,Lalita KOSITWORAKITKUN,Thailand,Women,40-44,03:49:08,ETC
1009,1009,Hélène WEINHARD,France,Women,45-49,03:49:08,ETC
1010,1011,Alison CHESNET,France,Women,35-39,03:49:18,ETC
1011,1012,Nga Ying CHENG,"Hong Kong, China",Women,40-44,03:49:23,ETC
1012,1013,Carlo SANTORO,Italy,Men,50-54,03:49:26,ETC
1013,1014,Romain GEIGER,France,Men,20-34,03:49:32,ETC
1014,1014,Kelly STRACEY,United Kingdom,Women,20-34,03:49:32,ETC
1015,1014,Camille DAVRON,France,Women,20-34,03:49:32,ETC
1016,1017,Angelique SCHAFFHAUSER,France,Women,40-44,03:50:06,ETC
1017,1018,Charles OUTTERS,France,Men,20-34,03:50:25,ETC
1018,1019,Alexis MOUILLON,France,Men,20-34,03:50:29,ETC
1019,1020,Morgana DAUVERGNE,France,Women,20-34,03:50:32,ETC
1020,1021,Max GARNIER,France,Men,20-34,03:50:49,ETC
1021,1022,Diana EFKARPIDI,Greece,Women,40-44,03:50:50,ETC
1022,1023,Nastassia WINGE,Netherlands,Women,20-34,03:51:08,ETC
1023,1023,Constantin WAHLE,Germany,Men,20-34,03:51:08,ETC
1024,1025,Ezequiel GODOY,Argentina,Men,35-39,03:51:15,ETC
1025,1026,Amelie BENABDALLAH CROLAIS,France,Women,20-34,03:51:44,ETC
1026,1026,Alexandre CHATRON KERHARO,France,Men,20-34,03:51:44,ETC
1027,1028,Michaël BENABDALLAH,France,Men,55-59,03:51:45,ETC
1028,1029,Anonymous,Belgium,Women,60-64,03:51:48,ETC
1029,1030,William SCHMITT,France,Men,20-34,03:51:50,ETC
1030,1031,Clémence HÉBERT,France,Women,35-39,03:52:10,ETC
1031,1032,Go NOGUCHI,Japan,Men,20-34,03:52:25,ETC
1032,1033,James PINDER,United Kingdom,Men,20-34,03:52:38,ETC
1033,1034,Bethan JONES,United Kingdom,Women,20-34,03:52:41,ETC
1034,1035,Luc FOISELLE,France,Men,55-59,03:52:45,ETC
1035,1036,Smith SILTRAGOOL,Thailand,Men,45-49,03:52:57,ETC
1036,1037,Arne Kluge IVERSEN,Norway,Men,65-69,03:52:59,ETC
1037,1038,Pascal PIERRAT,France,Men,55-59,03:53:02,ETC
1038,1038,Christelle KREMER,France,Women,45-49,03:53:02,ETC
1039,1040,Ellie DUNCAN,United Kingdom,Women,20-34,03:53:06,ETC
1040,1041,John BLACKETT,United Kingdom,Men,55-59,03:53:07,ETC
1041,1042,Slavina SIMON,France,Women,20-34,03:53:31,ETC
1042,1043,Amandine PETIT,France,Women,20-34,03:53:38,ETC
1043,1044,Azusa KUWAHARA,Japan,Women,50-54,03:53:49,ETC
1044,1045,Rémi BERTHOIS,France,Men,40-44,03:54:01,ETC
1045,1046,Petra RODOVA,Czech Republic,Women,45-49,03:54:38,ETC
1046,1047,Morgane BUIS,France,Women,20-34,03:54:39,ETC
1047,1048,Valery LAVERGNE,Canada,Women,45-49,03:55:03,ETC
1048,1049,Rebecca YOUNG,United Kingdom,Women,45-49,03:55:04,ETC
1049,1049,Scott RITTERBUCK,United States of america,Men,55-59,03:55:04,ETC
1050,1051,Herve HEITZ,France,Men,55-59,03:55:16,ETC
1051,1052,Roxane BORGHINI,United Kingdom,Women,20-34,03:55:55,ETC
1052,1053,Jeff EHLERINGER,United States of america,Men,45-49,03:55:56,ETC
1053,1054,Jennifer SIGRAND,France,Women,35-39,03:55:58,ETC
1054,1054,Raphaël GARERI,France,Men,20-34,03:55:58,ETC
1055,1056,Fabien FARSY,France,Men,45-49,03:55:59,ETC
1056,1056,Marie BUSTIN,France,Women,20-34,03:55:59,ETC
1057,1058,Marion HERBRETEAU,France,Women,20-34,03:56:00,ETC
1058,1059,Lujain ALFAHAD,Kuwait,Women,35-39,03:56:12,ETC
1059,1060,Marine HENRY,Belgium,Women,20-34,03:56:33,ETC
1060,1060,Romane HENRY,Belgium,Women,20-34,03:56:33,ETC
1061,1062,Cyrille GUERIN,France,Men,45-49,03:56:44,ETC
1062,1063,Weber DALLA VECCHIA,Brazil,Men,60-64,03:57:19,ETC
1063,1064,Manon RION,France,Women,20-34,03:57:49,ETC
1064,1065,Tayeb IFFIS,Algeria,Men,20-34,03:57:52,ETC
1065,1066,Luna COLOVRAY,France,Women,20-34,03:57:53,ETC
1066,1067,Shannon LOUGHIN,United States of america,Women,20-34,03:57:54,ETC
1067,1068,Noélie VIDAL,France,Men,20-34,03:57:57,ETC
1068,1069,Alexandre ALLAIN,France,Men,20-34,03:58:09,ETC
1069,1070,Wei WANG,China,Women,35-39,03:58:30,ETC
1070,1071,Dylan JULLIEN,France,Men,20-34,03:58:31,ETC
1071,1072,Lou GOTTI,France,Women,20-34,03:58:47,ETC
1072,1073,Karl FERNANDEZ,United States of america,Men,20-34,03:58:54,ETC
1073,1074,Matthias CORON,France,Men,20-34,03:58:59,ETC
1074,1074,Sophie LALLEMANT,France,Women,20-34,03:58:59,ETC
1075,1076,AYA YASUDA,Japan,Women,55-59,03:59:56,ETC
1076,1076,Laura ZHU,United States of america,Women,55-59,03:59:56,ETC
1077,1078,Quentin GUYOT,France,Men,20-34,04:00:07,ETC
1078,1079,Jorge TARANCÓN IGLESIAS,Spain,Men,40-44,04:00:18,ETC
1079,1080,Neus MAS,Spain,Women,35-39,04:00:30,ETC
1080,1081,Jordi MONSERRAT-BONNIN,Spain,Men,35-39,04:00:32,ETC
1081,1082,Aleksandra MURA,Poland,Women,45-49,04:01:02,ETC
1082,1083,Laura PEREZ,Argentina,Women,45-49,04:01:08,ETC
1083,1084,Laurence MABA,France,Women,45-49,04:01:28,ETC
1084,1085,José Carlos SANTOS JORGE,Brazil,Men,65-69,04:01:43,ETC
1085,1086,Rongan ZHU,China,Men,45-49,04:01:53,ETC
1086,1087,Carole TOP,France,Women,50-54,04:02:04,ETC
1087,1088,Keerati SRISAP,Thailand,Men,40-44,04:02:18,ETC
1088,1089,Jean-Baptiste ICART,France,Men,20-34,04:02:22,ETC
1089,1090,Thierry MOUYSSET,France,Men,35-39,04:02:24,ETC
1090,1091,Pauline CACHAT,France,Women,45-49,04:02:44,ETC
1091,1092,Mathilde MULLER,France,Women,20-34,04:02:46,ETC
1092,1093,Karolina LUKAS-MICEK,Poland,Women,40-44,04:03:02,ETC
1093,1094,Cedric CASTEX,France,Men,35-39,04:03:04,ETC
1094,1095,Virginie CARRIAS,France,Women,40-44,04:03:23,ETC
1095,1096,Margot LEAVER,France,Women,20-34,04:03:24,ETC
1096,1097,Christelle LEMAIRE,France,Women,40-44,04:03:48,ETC
1097,1098,Michael GOUGH,United States of america,Men,70-74,04:03:52,ETC
1098,1099,Charles GEBUS,France,Men,20-34,04:03:53,ETC
1099,1100,Justine COILLARD,Luxembourg,Women,20-34,04:03:54,ETC
1100,1101,Philippe SIMONIAN,France,Men,60-64,04:04:05,ETC
1101,1102,Grace NATOLI,United Kingdom,Women,55-59,04:04:36,ETC
1102,1102,Nicholas WATERS,United Kingdom,Men,45-49,04:04:36,ETC
1103,1104,Andrew DAYKIN,United Kingdom,Men,60-64,04:04:40,ETC
1104,1105,Jia ZHANG,China,Women,45-49,04:05:05,ETC
1105,1106,Mathis GRILLOT,France,Men,20-34,04:05:11,ETC
1106,1107,Julian GACOIN,France,Men,20-34,04:05:12,ETC
1107,1108,Apichaya YODVANICH,Thailand,Women,35-39,04:05:17,ETC
1108,1109,Corentin CENTA,France,Men,20-34,04:05:19,ETC
1109,1110,Alexia LOUVAT,France,Women,20-34,04:05:30,ETC
1110,1111,Jacob KOEK,Netherlands,Men,40-44,04:06:03,ETC
1111,1112,Daniel ROSS,United Kingdom,Men,40-44,04:06:11,ETC
1112,1113,Zoe LEBER,France,Women,20-34,04:06:30,ETC
1113,1114,Anonymous,Thailand,Men,20-34,04:06:32,ETC
1114,1115,Laurie CAZES,France,Women,20-34,04:06:40,ETC
1115,1116,Jean-Marc SURDEL,France,Men,65-69,04:06:41,ETC
1116,1117,Alexis VION,France,Men,20-34,04:06:45,ETC
1117,1118,Frank ESTATOF,France,Men,55-59,04:06:57,ETC
1118,1119,Vincent FADDA,France,Men,55-59,04:07:01,ETC
1119,1120,Arun KHADKA,United Kingdom,Men,35-39,04:07:16,ETC
1120,1121,Qingmei CHEN,China,Women,35-39,04:07:45,ETC
1121,1122,Nicolas EVRARD,France,Men,35-39,04:08:16,ETC
1122,1123,Emilie VANDERMEERSCH,France,Women,40-44,04:08:17,ETC
1123,1124,Anne-Sophie GUILLOU,France,Women,20-34,04:08:27,ETC
1124,1125,Marion FOSSE,France,Women,35-39,04:08:45,ETC
1125,1126,Tiansi WU,China,Women,40-44,04:09:00,ETC
1126,1127,Emmanuel CORGINI,France,Men,55-59,04:09:05,ETC
1127,1127,Corentine CORGINI,France,Women,20-34,04:09:05,ETC
1128,1129,Marco BATTI,Italy,Men,45-49,04:09:20,ETC
1129,1130,Hugo PRISSETTE,France,Men,20-34,04:09:25,ETC
1130,1131,Anne-Claire ROBERJOT,France,Women,35-39,04:09:41,ETC
1131,1132,Cécile BLANCHET,Belgium,Women,60-64,04:09:48,ETC
1132,1133,HUANG KAI YI,China,Women,20-34,04:10:08,ETC
1133,1134,Jing ZHOU,Germany,Women,45-49,04:10:11,ETC
1134,1135,Joanne CHUN,United States of america,Women,35-39,04:10:44,ETC
1135,1136,Clément MORTREUX,France,Men,35-39,04:11:01,ETC
1136,1137,Anonymous,Japan,Women,65-69,04:11:03,ETC
1137,1138,Yang GAO,China,Men,35-39,04:11:06,ETC
1138,1139,Kyle ROSS,United States of america,Men,35-39,04:11:26,ETC
1139,1140,Anonymous,Romania,Women,35-39,04:11:33,ETC
1140,1140,Simona TIMOFTI,Romania,Women,45-49,04:11:33,ETC
1141,1142,Ingrid BODEUX,Belgium,Women,40-44,04:11:39,ETC
1142,1143,Sergey MASTITSKY,United Kingdom,Men,45-49,04:11:47,ETC
1143,1144,Anonymous,France,Women,35-39,04:12:26,ETC
1144,1144,Johan ACCOU,France,Men,35-39,04:12:26,ETC
1145,1146,Oriane DUPASQUIER,France,Women,20-34,04:12:42,ETC
1146,1146,Jérôme DUPASQUIER,France,Men,55-59,04:12:42,ETC
1147,1148,Carlos SELLIER,France,Men,20-34,04:12:43,ETC
1148,1149,Simona RADAVOI,Romania,Women,35-39,04:12:57,ETC
1149,1150,Ophélie HEULIN,France,Women,35-39,04:13:18,ETC
1150,1151,Marine ROBERT,France,Women,20-34,04:13:33,ETC
1151,1151,Elodie LAFUMAS,France,Women,20-34,04:13:33,ETC
1152,1153,Rene DALLA VECCHIA,Brazil,Men,55-59,04:14:08,ETC
1153,1154,Daniëlla MAGERMANS,Netherlands,Women,55-59,04:14:34,ETC
1154,1155,Alexandra MÁRTON,Hungary,Women,40-44,04:14:42,ETC
1155,1155,Annabelle ZALESINSKI,France,Women,35-39,04:14:42,ETC
1156,1155,László MÁRTON,Hungary,Men,70-74,04:14:42,ETC
1157,1158,Christophe COUASNON,France,Men,35-39,04:14:49,ETC
1158,1159,Aurélien BARIOD,France,Men,20-34,04:14:50,ETC
1159,1160,Pierrick TYRODE,France,Men,20-34,04:15:04,ETC
1160,1161,Christophe LAC,France,Men,50-54,04:15:05,ETC
1161,1162,Patricia LALOUETTE,France,Women,55-59,04:15:14,ETC
1162,1163,Julie SHANKS DUMONT,France,Women,40-44,04:16:22,ETC
1163,1164,Agathe ALVERNHE,France,Women,35-39,04:16:41,ETC
1164,1165,Kristel PHAN,France,Women,20-34,04:16:46,ETC
1165,1166,Siying SUN,China,Women,40-44,04:16:51,ETC
1166,1167,Aurélien CARVALHO,France,Men,40-44,04:16:56,ETC
1167,1168,Akemi YAMAZAKI,Japan,Women,65-69,04:17:02,ETC
1168,1168,Chikayo UEHARA,Japan,Women,60-64,04:17:02,ETC
1169,1170,Nanyakorn IM-OEP,Thailand,Women,20-34,04:17:10,ETC
1170,1171,Agata MROZIŃSKA,Poland,Women,45-49,04:17:31,ETC
1171,1172,Frank BEUCLER,France,Men,50-54,04:17:33,ETC
1172,1173,Clément GRISEL,France,Men,20-34,04:17:51,ETC
1173,1174,Nicolas BARBOSA,France,Men,20-34,04:17:59,ETC
1174,1175,Jiří KROTKÝ,Czech Republic,Men,45-49,04:18:04,ETC
1175,1176,Junko OMORI,Japan,Women,60-64,04:18:34,ETC
1176,1177,Solène BILLARD,France,Women,20-34,04:18:45,ETC
1177,1177,Martin BILLARD,France,Men,20-34,04:18:45,ETC
1178,1179,Kelly LOPES,France,Women,20-34,04:18:48,ETC
1179,1180,Félix BILLARD,France,Men,20-34,04:18:49,ETC
1180,1181,Sumetee THEESUNGNERN,Thailand,Men,40-44,04:18:50,ETC
1181,1182,Zachary FRIEDLEY,United States of america,Men,40-44,04:19:19,ETC
1182,1183,Chloé JEANGERARD,France,Women,20-34,04:19:27,ETC
